frame,obj_id,shoulder_x,shoulder_y,elbow_x,elbow_y,wrist_x,wrist_y,knee_x,knee_y
12,5,321.38946533203125,355.9331970214844,316.16717529296875,371.23748779296875,308.9058532714844,381.3421936035156,315.32891845703125,400.7132568359375
13,3,,,,,,,,
13,5,311.923828125,349.20068359375,306.3984375,367.2705078125,303.568359375,375.423828125,324.951171875,406.7568359375
14,3,386.7562561035156,334.66876220703125,387.375,341.953125,387.1875,345.29998779296875,388.59375,375.1875
14,5,271.2001037597656,408.18829345703125,281.1138610839844,426.5796813964844,286.89178466796875,423.77423095703125,273.8775329589844,424.30859375
15,3,355.48046875,334.08935546875,355.48046875,336.61279296875,354.6083984375,338.2919921875,353.142578125,342.55029296875
15,5,270.060302734375,407.1957092285156,276.07098388671875,424.14923095703125,281.2632751464844,419.7265625,275.1441955566406,414.4800720214844
16,3,353.26531982421875,331.96710205078125,353.7579040527344,334.4205017089844,352.93377685546875,335.6708984375,351.34710693359375,341.78076171875
16,5,296.96954345703125,340.6127014160156,304.1390686035156,357.5122985839844,304.7847595214844,363.0230407714844,307.0892639160156,394.68475341796875
17,3,375.8755798339844,331.7962951660156,376.53643798828125,346.58135986328125,371.673828125,347.02520751953125,384.1015625,378.9033203125
17,5,292.76904296875,337.62628173828125,295.2740173339844,353.3072204589844,290.55096435546875,368.072265625,297.52520751953125,405.8125
18,3,365.0531311035156,325.5494079589844,364.34588623046875,340.3414001464844,367.5433654785156,353.01171875,369.60528564453125,374.7066345214844
18,5,,,,,,,,
19,3,337.6875,325.00048828125,336.739013671875,329.24560546875,333.0450439453125,330.59912109375,339.8818359375,340.99658203125
19,5,290.88067626953125,334.7621154785156,290.3955078125,353.8414001464844,287.3843688964844,366.62420654296875,293.90234375,386.83203125
20,3,356.78515625,325.259765625,351.607421875,333.9287109375,345.4521484375,329.8896484375,353.6162109375,374.158203125
20,5,276.1357421875,397.6484375,278.201171875,395.1171875,281.8837890625,393.2890625,280.3193359375,396.5234375
21,3,363.96563720703125,318.3296813964844,365.29998779296875,333.48907470703125,370.8125,337.6343688964844,351.3765563964844,375.28125
21,5,291.27813720703125,324.63592529296875,291.08905029296875,339.6234436035156,290.11798095703125,345.8968811035156,291.0375061035156,372.8812561035156
22,3,348.544921875,339.76025390625,353.34521484375,353.28936767578125,353.8197326660156,364.6224670410156,353.02520751953125,385.12579345703125
22,5,291.12335205078125,322.9535217285156,289.9413146972656,340.52752685546875,287.6641540527344,349.60137939453125,287.22088623046875,371.72967529296875
23,3,341.09405517578125,341.2269592285156,343.5848693847656,349.62548828125,348.5345764160156,356.89569091796875,347.33172607421875,382.8896484375
23,5,290.3765563964844,321.39434814453125,288.6146545410156,338.6138610839844,285.6311950683594,347.55059814453125,285.35418701171875,379.1742248535156
24,3,344.10040283203125,345.5787048339844,350.2388610839844,358.197265625,351.69842529296875,363.8388671875,347.4853515625,381.9437561035156
24,5,291.04376220703125,320.5249938964844,289.1499938964844,338.0375061035156,288.26873779296875,345.59375,286.8999938964844,377.9750061035156
25,3,338.67657470703125,340.703125,343.0078125,346.9976501464844,340.2406311035156,344.1484375,340.70001220703125,382.8125
25,5,,,,,,,,
26,3,339.16876220703125,336.66717529296875,343.1937561035156,340.1015625,333.1312561035156,343.7109375,352.7421875,391.08123779296875
26,5,289.82354736328125,312.89581298828125,285.296142578125,328.689453125,283.50244140625,334.55645751953125,285.95458984375,365.8168029785156
27,3,329.116455078125,336.74346923828125,331.22967529296875,357.69921875,320.82904052734375,368.13848876953125,356.6988220214844,379.5267639160156
27,5,289.107421875,311.84765625,285.7529296875,328.537109375,285.89453125,337.12109375,281.939453125,363.56640625
28,3,349.0674743652344,322.21014404296875,342.79949951171875,329.4988708496094,326.037109375,330.359619140625,359.6722717285156,368.1605529785156
28,5,289.0556640625,310.3326110839844,284.83038330078125,326.6499938964844,285.44287109375,333.8851623535156,285.10791015625,360.22265625
29,3,325.9175720214844,331.95556640625,340.4681701660156,337.1211853027344,331.25018310546875,336.79278564453125,347.38165283203125,362.2757873535156
29,5,288.3226623535156,307.5746154785156,284.86004638671875,325.3793029785156,284.27520751953125,332.5218811035156,282.2359313964844,357.6968688964844
30,3,298.8998107910156,406.7906188964844,305.51544189453125,424.64373779296875,299.5625,423.91876220703125,297.0731506347656,414.5843811035156
30,5,288.0947265625,306.38201904296875,285.752197265625,322.7353515625,286.4327697753906,330.9613342285156,282.275390625,355.85626220703125
31,3,316.90594482421875,330.0341796875,321.984375,342.72442626953125,325.00006103515625,343.66571044921875,325.21502685546875,390.9984130859375
31,5,289.71893310546875,306.88555908203125,283.4813537597656,321.8759765625,281.2369079589844,329.88983154296875,281.5306701660156,359.26483154296875
32,3,365.35430908203125,353.19500732421875,357.3125,360.0166015625,355.6158142089844,357.78533935546875,363.4252014160156,382.91015625
32,5,,,,,,,,
33,3,364.50567626953125,321.23699951171875,359.2994079589844,329.50543212890625,361.55389404296875,326.8209533691406,371.7572021484375,367.2681579589844
33,5,291.92462158203125,310.2298889160156,289.31634521484375,325.67498779296875,287.5790100097656,331.43359375,284.53973388671875,355.072265625
34,3,366.26092529296875,324.8304748535156,359.41876220703125,331.32147216796875,357.08514404296875,325.10235595703125,355.4085998535156,370.55078125
34,5,292.9170837402344,310.66778564453125,288.93463134765625,326.6884765625,287.70855712890625,334.4263610839844,286.16912841796875,355.8599548339844
35,3,308.7992248535156,324.90155029296875,308.1429748535156,341.9750061035156,302.60858154296875,346.6890563964844,307.39373779296875,378.2875061035156
35,5,290.71551513671875,312.4745178222656,292.59063720703125,328.74609375,292.2618103027344,339.0902404785156,285.45458984375,355.42401123046875
36,3,,,,,,,,
36,5,,,,,,,,
37,3,,,,,,,,
37,5,,,,,,,,
38,3,,,,,,,,
38,5,,,,,,,,
39,3,,,,,,,,
39,5,,,,,,,,
40,3,283.728515625,307.228515625,289.47869873046875,327.048828125,290.3602600097656,335.87579345703125,280.24700927734375,374.1796875
40,5,,,,,,,,
41,3,303.57928466796875,314.9466857910156,305.8187561035156,327.1898498535156,312.13720703125,334.5234375,294.7752990722656,366.8355407714844
41,5,,,,,,,,
42,3,,,,,,,,
42,5,,,,,,,,
43,3,307.794921875,313.2236328125,319.181640625,327.5,328.52734375,333.12890625,298.2451171875,368.083984375
43,5,,,,,,,,
44,3,307.9931640625,310.181640625,315.22265625,323.974609375,324.912109375,333.87890625,298.64208984375,364.34375
44,5,,,,,,,,
45,3,,,,,,,,
45,5,,,,,,,,
46,3,,,,,,,,
46,5,275.3349609375,341.2984313964844,275.14776611328125,345.5171813964844,274.66259765625,348.38592529296875,273.53143310546875,356.78125
47,3,,,,,,,,
47,5,,,,,,,,
48,3,,,,,,,,
48,5,,,,,,,,
49,3,312.1431579589844,286.6993103027344,309.9187316894531,306.86993408203125,301.0652770996094,318.56817626953125,306.99713134765625,352.76483154296875
49,5,272.6275939941406,269.8017578125,283.01104736328125,273.49725341796875,287.0668029785156,260.9580993652344,279.10052490234375,331.7421875
50,3,313.93231201171875,286.0054626464844,309.7041931152344,305.5965881347656,301.99267578125,310.0048828125,302.88153076171875,348.1060485839844
50,5,271.14862060546875,271.615234375,278.2315368652344,272.81854248046875,286.3628845214844,267.5287170410156,283.5035095214844,332.5199279785156
51,3,313.10858154296875,286.1773376464844,308.63116455078125,304.49884033203125,301.61376953125,307.6714782714844,307.8016662597656,348.8070373535156
51,5,272.24493408203125,275.8330993652344,269.44134521484375,271.40545654296875,271.8730773925781,269.6390686035156,283.4970703125,333.3226623535156
52,3,312.74786376953125,286.45587158203125,307.6376953125,304.6683654785156,301.3832092285156,311.47381591796875,310.392578125,351.73748779296875
52,5,263.927001953125,274.42822265625,278.46484375,273.61962890625,287.494140625,265.2080078125,281.783447265625,332.6806640625
53,3,,,,,,,,
53,5,270.1324157714844,289.20587158203125,272.4056701660156,288.146484375,272.37255859375,283.88690185546875,276.12451171875,337.8267517089844
54,3,,,,,,,,
54,5,258.88494873046875,297.9916076660156,264.1454162597656,305.80450439453125,267.81561279296875,308.89276123046875,273.71563720703125,344.35040283203125
55,3,,,,,,,,
55,5,250.85751342773438,296.6587829589844,264.0806579589844,298.7445373535156,265.5326232910156,296.0595703125,270.3148498535156,347.2582092285156
56,3,,,,,,,,
56,5,248.84375,307.75634765625,256.42071533203125,302.7476501464844,257.26904296875,301.5506896972656,268.5531311035156,355.01934814453125
57,3,291.95574951171875,300.2074279785156,286.6560974121094,320.62615966796875,290.6795959472656,337.736328125,293.3087463378906,362.3617248535156
57,5,,,,,,,,
58,3,289.20611572265625,300.84552001953125,284.4027404785156,322.0677795410156,285.8502502441406,344.1880798339844,297.09356689453125,360.8492431640625
58,5,242.6953125,364.5921630859375,242.3214874267578,369.4632568359375,241.732421875,373.51873779296875,240.61660766601562,381.2671813964844
59,3,287.08587646484375,300.4984436035156,289.248291015625,313.7328186035156,298.02197265625,320.9999084472656,295.3455505371094,358.84783935546875
59,5,,,,,,,,
60,3,286.00469970703125,302.3086853027344,290.50909423828125,316.1341857910156,300.08843994140625,324.33819580078125,291.03759765625,360.2652282714844
60,5,216.47598266601562,304.5960998535156,220.46884155273438,323.47149658203125,230.18887329101562,338.61328125,236.2501983642578,356.3824157714844
61,3,281.58203125,304.95977783203125,282.60760498046875,320.8505859375,286.7099609375,328.974609375,286.1568298339844,361.7933654785156
61,5,209.3494110107422,308.56463623046875,215.0094757080078,322.4961853027344,223.48184204101562,350.04022216796875,217.47909545898438,342.1705017089844
62,3,276.75250244140625,308.47283935546875,277.22314453125,327.17120361328125,284.3294372558594,335.82891845703125,280.86053466796875,362.20880126953125
62,5,,,,,,,,
63,3,273.4244079589844,311.1792907714844,274.89141845703125,330.935546875,289.583984375,341.73126220703125,283.61407470703125,363.1640625
63,5,,,,,,,,
64,3,270.98907470703125,312.2450256347656,269.3094787597656,333.1884765625,282.98614501953125,342.74041748046875,276.7362365722656,362.16424560546875
64,5,183.763671875,308.609375,182.243896484375,327.8232421875,182.158447265625,345.7919921875,199.6572265625,366.421875
65,3,263.45440673828125,312.6128845214844,265.9761657714844,335.05322265625,273.98309326171875,346.0816345214844,268.46307373046875,361.7701110839844
65,5,201.73788452148438,374.0863342285156,200.7048797607422,378.3695068359375,199.8230438232422,380.3095703125,200.5537109375,391.5718688964844
66,3,258.609375,312.19256591796875,261.3271484375,334.18292236328125,269.62225341796875,343.3169860839844,267.826171875,363.07403564453125
66,5,161.19375610351562,316.79998779296875,160.9187469482422,336.4125061035156,163.9250030517578,353.125,178.9499969482422,373.875
67,3,253.43984985351562,311.99884033203125,258.06561279296875,334.17108154296875,270.53826904296875,345.19061279296875,260.05157470703125,364.2265625
67,5,161.837890625,445.1796875,161.05419921875,445.296875,160.8271484375,442.42578125,162.9951171875,443.48046875
68,3,245.07577514648438,309.609375,248.73641967773438,330.9703063964844,261.0718688964844,337.68865966796875,255.22714233398438,365.2265625
68,5,,,,,,,,
69,3,235.28091430664062,307.22052001953125,243.50088500976562,328.77508544921875,258.32830810546875,331.3828125,244.82363891601562,364.7162170410156
69,5,133.8087921142578,348.27032470703125,142.7394561767578,360.2777404785156,149.05429077148438,362.67462158203125,148.08633422851562,386.11328125
70,3,228.79443359375,304.5731506347656,235.6130828857422,325.37451171875,255.33984375,327.0887756347656,239.5789031982422,364.35467529296875
70,5,122.56396484375,346.7890625,131.222900390625,354.0673828125,142.10498046875,357.0693359375,139.4853515625,388.7314453125
71,3,223.04605102539062,302.1893615722656,228.0544891357422,322.64532470703125,242.39541625976562,324.61541748046875,235.9861297607422,362.86639404296875
71,5,119.17411804199219,342.97137451171875,130.84512329101562,346.5746154785156,143.0759735107422,347.76611328125,132.1227569580078,389.9281311035156
72,3,218.97305297851562,296.3529357910156,220.88882446289062,317.86151123046875,236.2214813232422,320.29034423828125,230.0520477294922,362.54119873046875
72,5,101.86933898925781,319.1318359375,117.05741882324219,333.93231201171875,130.5515594482422,334.19073486328125,122.51249694824219,382.38201904296875
73,3,210.05746459960938,293.0282287597656,209.89511108398438,311.12091064453125,218.49984741210938,309.73114013671875,220.20132446289062,359.9048767089844
73,5,87.0738296508789,316.81170654296875,99.201171875,333.3031311035156,112.5234375,329.0132751464844,103.9140625,377.12188720703125
74,3,207.163330078125,290.728515625,205.792236328125,309.85791015625,211.27001953125,316.13330078125,215.468994140625,354.9853515625
74,5,79.77099609375,316.376953125,92.253173828125,333.35498046875,102.5830078125,326.67138671875,96.67822265625,381.5703125
75,3,203.1953125,290.83984375,201.9734344482422,310.7085876464844,204.77578735351562,304.16094970703125,210.61953735351562,356.09063720703125
75,5,71.84867858886719,316.27734375,85.53466796875,331.23455810546875,97.70137023925781,326.2364196777344,86.9857406616211,374.61798095703125
76,3,198.8572235107422,303.08514404296875,207.08828735351562,316.37969970703125,218.05859375,316.0609436035156,206.9421844482422,360.52655029296875
76,5,64.86616516113281,318.15301513671875,82.12646484375,333.8871154785156,90.11885070800781,321.1317443847656,82.98173522949219,386.0882873535156
77,3,190.01156616210938,296.5601501464844,194.097412109375,318.6861267089844,206.9861297607422,321.44171142578125,197.40274047851562,361.55352783203125
77,5,50.9658203125,323.06036376953125,65.7806625366211,336.5975646972656,70.54667663574219,328.8599548339844,64.73271179199219,395.78515625
78,3,188.6719207763672,296.23944091796875,193.52847290039062,318.55548095703125,208.01113891601562,317.4717712402344,194.9600067138672,361.9833984375
78,5,46.307762145996094,324.87371826171875,61.53173828125,342.947265625,64.8765640258789,330.4149475097656,60.857032775878906,399.4790954589844
79,3,,,,,,,,
79,5,33.943748474121094,328.640625,47.5947265625,344.81365966796875,56.476173400878906,339.9429626464844,48.12226486206055,384.1695251464844
80,3,177.78515625,296.47344970703125,178.49569702148438,318.2281188964844,190.0636749267578,321.64141845703125,185.6277313232422,361.4984436035156
80,5,29.14912223815918,329.0077209472656,43.08149719238281,346.2940368652344,54.365631103515625,340.24090576171875,43.568946838378906,398.66229248046875
81,3,170.4362335205078,294.68408203125,170.58340454101562,314.88623046875,173.20565795898438,319.98358154296875,173.9147491455078,359.9330139160156
81,5,11.90078067779541,329.1328125,27.66484260559082,344.3179626464844,43.384376525878906,342.1507873535156,19.87187385559082,394.296875
82,3,164.807861328125,293.08514404296875,167.454833984375,310.6773376464844,171.7035675048828,322.1611328125,169.02944946289062,361.4720458984375
82,5,3.982421398162842,328.53125,14.423095703125,343.0625,36.414058685302734,345.083984375,14.3388671875,401.3046875
83,3,158.142578125,293.3046875,156.8232421875,316.095703125,167.794921875,324.763671875,162.189453125,358.6015625
83,5,0.4986328184604645,327.1001892089844,7.841406345367432,342.01385498046875,28.09463119506836,343.767578125,10.233154296875,405.5609436035156
84,3,152.366943359375,292.0262756347656,155.6858367919922,314.4916076660156,176.61727905273438,314.74951171875,158.4142608642578,361.1597595214844
84,5,,,,,,,,
85,3,145.21484375,287.8515625,144.6064453125,311.517578125,162.974609375,313.9921875,154.0810546875,359.21875
85,5,,,,,,,,
86,3,143.2150421142578,285.16583251953125,143.85986328125,307.4781188964844,162.03280639648438,310.8755798339844,151.5422821044922,355.40313720703125
86,5,,,,,,,,
87,3,141.0507354736328,283.81787109375,143.983642578125,304.10040283203125,160.77557373046875,308.57550048828125,149.74618530273438,353.2025146484375
87,5,,,,,,,,
88,3,138.0124969482422,286.609375,138.94766235351562,308.7015686035156,142.2734375,325.53436279296875,147.49063110351562,353.9125061035156
88,5,19.066211700439453,452.31365966796875,16.431543350219727,458.2105407714844,16.595897674560547,463.8285217285156,19.046289443969727,464.46600341796875
89,3,134.97500610351562,285.23126220703125,150.640625,298.8578186035156,163.10000610351562,297.5921936035156,141.2257843017578,352.16876220703125
89,5,,,,,,,,
90,3,135.3220672607422,286.982421875,145.20938110351562,300.48907470703125,151.69921875,294.9560546875,144.0167999267578,356.40155029296875
90,5,,,,,,,,
